timestamp,log_text,log_level
2024-12-16 13:48:53.858977,Slow response time observed for pod redis-pod.,WARNING
2024-12-16 17:46:14.858979,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-10 19:55:10.858982,High memory usage detected in pod frontend-pod.,WARNING
2024-12-16 09:40:38.858984,High memory usage detected in pod api-server.,WARNING
2024-12-16 22:37:24.858986,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-13 01:38:50.858989,Deployment deployment-4 scaled to default replicas.,INFO
2024-12-16 15:47:34.858991,Pod db-pod started successfully in namespace default.,INFO
2024-12-11 19:12:32.858993,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 21:47:11.858996,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 00:19:44.858998,Slow response time observed for pod frontend-pod.,WARNING
2024-12-13 04:19:18.859000,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-16 06:23:10.859003,High memory usage detected in pod api-server.,WARNING
2024-12-11 15:32:12.859005,Deployment deployment-3 scaled to monitoring replicas.,INFO
2024-12-16 18:04:30.859007,Backup job completed successfully.,INFO
2024-12-13 14:59:11.859009,Node node-2 is ready for scheduling.,INFO
2024-12-13 02:27:44.859012,DiskPressure condition detected on node node-4.,WARNING
2024-12-15 02:41:06.859014,Failed to mount volume for pod redis-pod.,ERROR
2024-12-12 03:20:48.859017,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-15 01:56:10.859019,Node node-2 is ready for scheduling.,INFO
2024-12-11 07:16:43.859021,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 02:37:52.859024,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-15 10:28:44.859026,Node node-5 is ready for scheduling.,INFO
2024-12-13 15:45:25.859028,Backup job completed successfully.,INFO
2024-12-11 04:28:31.859030,Node node-4 is ready for scheduling.,INFO
2024-12-11 21:35:42.859033,Slow response time observed for pod db-pod.,WARNING
2024-12-11 00:01:29.859034,Backup job completed successfully.,INFO
2024-12-10 19:18:16.859052,Deployment deployment-5 scaled to default replicas.,INFO
2024-12-14 22:21:57.859054,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-13 00:29:35.859057,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-14 02:56:31.859059,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-16 00:29:06.859061,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 17:02:06.859064,Deployment deployment-4 scaled to default replicas.,INFO
2024-12-15 06:37:45.859066,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-17 14:23:08.859068,Slow response time observed for pod nginx-pod.,WARNING
2024-12-11 02:51:03.859071,Failed to mount volume for pod redis-pod.,ERROR
2024-12-11 02:12:39.859073,Node node-5 is ready for scheduling.,INFO
2024-12-11 02:10:05.859075,High memory usage detected in pod redis-pod.,WARNING
2024-12-16 14:43:39.859078,Pod api-server started successfully in namespace production.,INFO
2024-12-14 16:17:36.859080,Deployment deployment-6 scaled to default replicas.,INFO
2024-12-12 20:05:40.859083,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-13 02:56:31.859085,Slow response time observed for pod frontend-pod.,WARNING
2024-12-13 15:08:18.859088,DiskPressure condition detected on node node-3.,WARNING
2024-12-10 21:55:06.859090,Failed to mount volume for pod api-server.,ERROR
2024-12-17 06:41:21.859093,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-11 00:53:35.859095,Failed to mount volume for pod redis-pod.,ERROR
2024-12-11 01:04:12.859097,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-13 01:47:22.859100,Node node-1 is ready for scheduling.,INFO
2024-12-17 04:38:03.859102,Pod api-server started successfully in namespace default.,INFO
2024-12-11 23:55:07.859104,Backup job completed successfully.,INFO
2024-12-15 17:17:36.859106,DiskPressure condition detected on node node-5.,WARNING
2024-12-11 14:44:06.859109,Deployment deployment-7 scaled to default replicas.,INFO
2024-12-13 16:40:53.859111,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-10 19:14:41.859114,High memory usage detected in pod db-pod.,WARNING
2024-12-17 09:02:08.859117,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-12 15:27:13.859119,Pod frontend-pod started successfully in namespace monitoring.,INFO
2024-12-14 09:23:43.859122,Pod db-pod started successfully in namespace monitoring.,INFO
2024-12-12 09:33:13.859124,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-11 16:10:14.859126,Failed to mount volume for pod db-pod.,ERROR
2024-12-11 00:11:25.859129,Deployment deployment-2 failed to roll out successfully.,ERROR
2024-12-13 02:32:58.859131,Pod api-server started successfully in namespace kube-system.,INFO
2024-12-15 21:35:13.859133,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-12 02:31:19.859136,High memory usage detected in pod frontend-pod.,WARNING
2024-12-15 15:04:54.859137,Backup job completed successfully.,INFO
2024-12-17 13:13:03.859140,Deployment deployment-2 failed to roll out successfully.,ERROR
2024-12-12 17:12:41.859142,Slow response time observed for pod db-pod.,WARNING
2024-12-11 10:25:57.859144,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-14 18:23:47.859147,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-15 08:11:49.859149,Slow response time observed for pod frontend-pod.,WARNING
2024-12-13 18:03:56.859151,High memory usage detected in pod db-pod.,WARNING
2024-12-13 13:24:26.859154,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-17 03:12:10.859156,Failed to mount volume for pod api-server.,ERROR
2024-12-11 18:03:56.859158,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 02:26:02.859161,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-15 23:31:13.859163,DiskPressure condition detected on node node-3.,WARNING
2024-12-13 18:06:59.859166,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-17 09:34:39.859168,Node node-2 is ready for scheduling.,INFO
2024-12-14 22:12:30.859170,Failed to mount volume for pod db-pod.,ERROR
2024-12-13 09:47:49.859173,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-11 16:38:12.859175,Failed to mount volume for pod redis-pod.,ERROR
2024-12-16 15:44:23.859178,Node node-2 is ready for scheduling.,INFO
2024-12-17 04:28:08.859180,Slow response time observed for pod nginx-pod.,WARNING
2024-12-13 15:36:17.859182,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-13 07:26:01.859185,Slow response time observed for pod db-pod.,WARNING
2024-12-15 19:07:01.859187,Node node-5 is ready for scheduling.,INFO
2024-12-15 01:01:40.859190,Node node-1 is ready for scheduling.,INFO
2024-12-12 19:37:22.859192,Slow response time observed for pod nginx-pod.,WARNING
2024-12-14 21:33:28.859194,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-16 09:40:30.859197,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 07:56:28.859199,High memory usage detected in pod redis-pod.,WARNING
2024-12-12 00:58:02.859201,Backup job completed successfully.,INFO
2024-12-14 01:11:16.859203,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-17 11:51:55.859206,Deployment deployment-3 scaled to monitoring replicas.,INFO
2024-12-14 04:48:17.859208,Backup job completed successfully.,INFO
2024-12-17 16:00:14.859210,Deployment deployment-1 scaled to monitoring replicas.,INFO
2024-12-13 22:43:37.859213,Failed to mount volume for pod redis-pod.,ERROR
2024-12-17 11:50:30.859215,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 00:37:01.859217,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-15 20:54:59.859220,Pod api-server started successfully in namespace monitoring.,INFO
2024-12-16 07:58:16.859222,Failed to mount volume for pod redis-pod.,ERROR
2024-12-14 19:08:17.859224,Pod db-pod started successfully in namespace production.,INFO
2024-12-14 04:20:51.859227,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-17 10:23:43.859229,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-16 07:17:48.859231,Slow response time observed for pod redis-pod.,WARNING
2024-12-13 00:35:11.859234,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-17 12:04:15.859236,Node node-4 is ready for scheduling.,INFO
2024-12-12 00:50:52.859238,Deployment deployment-3 scaled to kube-system replicas.,INFO
2024-12-16 17:25:36.859241,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-11 11:12:34.859243,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-17 08:09:52.859245,Backup job completed successfully.,INFO
2024-12-16 10:22:30.859247,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-13 03:47:31.859250,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-14 19:34:09.859252,Slow response time observed for pod redis-pod.,WARNING
2024-12-11 18:40:16.859254,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 01:27:23.859256,Deployment deployment-1 failed to roll out successfully.,ERROR
2024-12-12 19:18:59.859259,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-14 20:33:16.859261,Slow response time observed for pod frontend-pod.,WARNING
2024-12-15 19:46:37.859263,Backup job completed successfully.,INFO
2024-12-14 01:35:27.859265,Deployment deployment-6 scaled to default replicas.,INFO
2024-12-14 20:11:04.859267,High memory usage detected in pod redis-pod.,WARNING
2024-12-12 04:20:37.859270,Replica count for deployment deployment-9 dropped below threshold.,WARNING
2024-12-16 01:36:00.859272,Replica count for deployment deployment-9 dropped below threshold.,WARNING
2024-12-14 22:04:45.859274,Pod api-server started successfully in namespace kube-system.,INFO
2024-12-10 18:00:46.859277,Node node-5 is ready for scheduling.,INFO
2024-12-15 04:00:34.859279,Deployment deployment-2 failed to roll out successfully.,ERROR
2024-12-13 11:22:46.859281,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-13 08:48:21.859284,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-15 16:29:37.859286,High memory usage detected in pod redis-pod.,WARNING
2024-12-13 08:31:49.859288,High memory usage detected in pod nginx-pod.,WARNING
2024-12-11 05:49:03.859291,DiskPressure condition detected on node node-2.,WARNING
2024-12-13 13:02:55.859293,Slow response time observed for pod frontend-pod.,WARNING
2024-12-15 14:03:59.859297,Node node-4 is ready for scheduling.,INFO
2024-12-12 05:47:06.859299,Backup job completed successfully.,INFO
2024-12-13 02:26:11.859301,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 05:57:22.859304,Failed to mount volume for pod db-pod.,ERROR
2024-12-15 01:02:04.859307,High memory usage detected in pod api-server.,WARNING
2024-12-11 09:46:54.859310,Failed to mount volume for pod redis-pod.,ERROR
2024-12-15 02:04:17.859312,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-14 08:33:32.859315,Node node-1 is ready for scheduling.,INFO
2024-12-15 15:52:08.859318,High memory usage detected in pod api-server.,WARNING
2024-12-17 14:24:10.859320,Slow response time observed for pod redis-pod.,WARNING
2024-12-17 07:55:10.859323,Pod redis-pod started successfully in namespace default.,INFO
2024-12-10 23:05:42.859324,Backup job completed successfully.,INFO
2024-12-10 22:12:58.859327,Node node-2 is ready for scheduling.,INFO
2024-12-17 16:18:42.859330,Deployment deployment-1 failed to roll out successfully.,ERROR
2024-12-12 04:35:33.859333,DiskPressure condition detected on node node-1.,WARNING
2024-12-17 00:20:10.859335,Deployment deployment-8 scaled to monitoring replicas.,INFO
2024-12-14 13:43:19.859337,Backup job completed successfully.,INFO
2024-12-11 22:24:36.859340,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 04:06:35.859343,Pod db-pod started successfully in namespace kube-system.,INFO
2024-12-11 11:10:54.859345,Pod redis-pod started successfully in namespace kube-system.,INFO
2024-12-17 03:24:41.859348,Failed to mount volume for pod redis-pod.,ERROR
2024-12-13 08:41:33.859350,Pod frontend-pod started successfully in namespace production.,INFO
2024-12-13 10:44:59.859352,Backup job completed successfully.,INFO
2024-12-16 15:36:23.859354,Backup job completed successfully.,INFO
2024-12-12 04:32:55.859357,DiskPressure condition detected on node node-2.,WARNING
2024-12-14 07:20:26.859360,DiskPressure condition detected on node node-4.,WARNING
2024-12-16 07:46:09.859362,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-15 08:03:42.859365,Pod nginx-pod started successfully in namespace production.,INFO
2024-12-11 02:06:07.859367,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-16 23:38:39.859370,Node node-2 is ready for scheduling.,INFO
2024-12-16 00:23:11.859371,Backup job completed successfully.,INFO
2024-12-17 13:07:14.859374,Node node-3 is ready for scheduling.,INFO
2024-12-10 23:34:10.859376,Deployment deployment-8 scaled to kube-system replicas.,INFO
2024-12-17 01:50:40.859378,High memory usage detected in pod nginx-pod.,WARNING
2024-12-14 14:49:07.859381,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-13 05:04:22.859382,Backup job completed successfully.,INFO
2024-12-13 11:02:36.859384,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-17 05:56:23.859387,Deployment deployment-6 scaled to production replicas.,INFO
2024-12-14 07:08:14.859388,Backup job completed successfully.,INFO
2024-12-10 23:52:00.859391,Slow response time observed for pod nginx-pod.,WARNING
2024-12-14 02:40:05.859393,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-15 12:09:48.859395,Slow response time observed for pod api-server.,WARNING
2024-12-15 15:48:29.859397,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-15 05:53:09.859400,High memory usage detected in pod frontend-pod.,WARNING
2024-12-13 03:35:57.859402,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-16 01:13:06.859404,High memory usage detected in pod frontend-pod.,WARNING
2024-12-13 06:39:58.859407,DiskPressure condition detected on node node-3.,WARNING
2024-12-11 18:35:33.859410,Deployment deployment-6 scaled to kube-system replicas.,INFO
2024-12-11 00:03:04.859412,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 07:17:11.859415,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-16 09:25:34.859417,Replica count for deployment deployment-9 dropped below threshold.,WARNING
2024-12-12 08:31:41.859420,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-13 22:30:57.859422,Deployment deployment-8 scaled to production replicas.,INFO
2024-12-12 13:47:31.859425,Deployment deployment-1 failed to roll out successfully.,ERROR
2024-12-16 17:10:20.859427,High memory usage detected in pod db-pod.,WARNING
2024-12-16 04:46:22.859429,High memory usage detected in pod frontend-pod.,WARNING
2024-12-11 10:06:18.859431,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-14 00:59:40.859434,Slow response time observed for pod db-pod.,WARNING
2024-12-14 09:23:50.859436,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-11 11:23:37.859438,Deployment deployment-7 scaled to production replicas.,INFO
2024-12-11 14:01:15.859441,DiskPressure condition detected on node node-1.,WARNING
2024-12-12 04:03:19.859443,Backup job completed successfully.,INFO
2024-12-17 11:35:07.859445,High memory usage detected in pod api-server.,WARNING
2024-12-15 20:49:10.859447,DiskPressure condition detected on node node-2.,WARNING
2024-12-13 21:38:04.859450,Node node-4 is ready for scheduling.,INFO
2024-12-16 17:33:49.859452,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-11 13:56:35.859455,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-12 22:51:15.859457,DiskPressure condition detected on node node-1.,WARNING
2024-12-12 17:15:21.859460,DiskPressure condition detected on node node-4.,WARNING
2024-12-11 09:16:59.859462,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-12 18:44:45.859465,Node node-2 is ready for scheduling.,INFO
2024-12-15 05:33:20.859467,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 05:00:57.859469,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-16 09:59:52.859472,DiskPressure condition detected on node node-3.,WARNING
2024-12-17 14:51:03.859474,Deployment deployment-4 scaled to default replicas.,INFO
2024-12-11 18:58:30.859477,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-16 08:29:15.859479,Pod nginx-pod started successfully in namespace default.,INFO
2024-12-13 22:44:02.859481,Backup job completed successfully.,INFO
2024-12-10 19:10:37.859483,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 16:48:07.859485,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-11 13:33:37.859488,Pod api-server started successfully in namespace kube-system.,INFO
2024-12-15 06:12:22.859490,High memory usage detected in pod redis-pod.,WARNING
2024-12-11 01:15:38.859492,Slow response time observed for pod nginx-pod.,WARNING
2024-12-11 17:23:44.859494,High memory usage detected in pod db-pod.,WARNING
2024-12-16 06:31:43.859497,Slow response time observed for pod api-server.,WARNING
2024-12-10 21:06:25.859499,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-13 01:06:43.859502,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-14 20:28:53.859506,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-14 17:35:27.859509,Deployment deployment-8 scaled to production replicas.,INFO
2024-12-15 07:49:22.859512,DiskPressure condition detected on node node-4.,WARNING
2024-12-13 22:25:59.859514,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-14 17:40:21.859516,Backup job completed successfully.,INFO
2024-12-15 20:42:13.859518,Backup job completed successfully.,INFO
2024-12-17 09:05:04.859520,Slow response time observed for pod redis-pod.,WARNING
2024-12-14 15:28:47.859523,Slow response time observed for pod api-server.,WARNING
2024-12-14 02:38:04.859526,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-12 18:47:12.859528,Pod redis-pod started successfully in namespace production.,INFO
2024-12-16 09:46:17.859531,Node node-5 is ready for scheduling.,INFO
2024-12-16 11:13:44.859533,Slow response time observed for pod db-pod.,WARNING
2024-12-14 20:03:30.859535,Backup job completed successfully.,INFO
2024-12-12 04:00:53.859538,Failed to mount volume for pod redis-pod.,ERROR
2024-12-17 08:41:41.859541,Node node-2 is ready for scheduling.,INFO
2024-12-13 01:27:51.859543,Node node-1 is ready for scheduling.,INFO
2024-12-16 00:05:10.859546,Deployment deployment-1 scaled to kube-system replicas.,INFO
2024-12-11 10:46:52.859549,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-16 23:52:20.859551,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-17 01:29:58.859554,Node node-3 is ready for scheduling.,INFO
2024-12-14 01:45:06.859556,Backup job completed successfully.,INFO
2024-12-15 04:18:33.859559,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-13 16:16:24.859561,High memory usage detected in pod redis-pod.,WARNING
2024-12-14 06:01:28.859563,Pod db-pod started successfully in namespace monitoring.,INFO
2024-12-10 23:04:51.859566,DiskPressure condition detected on node node-1.,WARNING
2024-12-13 12:49:17.859569,Node node-5 is ready for scheduling.,INFO
2024-12-14 05:04:34.859572,Deployment deployment-10 failed to roll out successfully.,ERROR
2024-12-14 10:58:15.859574,Deployment deployment-7 scaled to production replicas.,INFO
2024-12-14 05:16:19.859577,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-15 05:33:18.859579,Backup job completed successfully.,INFO
2024-12-13 02:57:02.859582,Failed to mount volume for pod db-pod.,ERROR
2024-12-15 11:43:56.859584,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 17:03:33.859587,Deployment deployment-6 scaled to production replicas.,INFO
2024-12-15 02:09:36.859589,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-11 07:10:55.859592,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-11 09:55:25.859595,Node node-1 is ready for scheduling.,INFO
2024-12-12 04:33:14.859598,Deployment deployment-6 scaled to production replicas.,INFO
2024-12-12 16:34:53.859600,Slow response time observed for pod frontend-pod.,WARNING
2024-12-12 09:15:10.859602,Backup job completed successfully.,INFO
2024-12-12 17:14:51.859605,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-14 06:02:52.859607,Node node-1 is ready for scheduling.,INFO
2024-12-17 04:09:11.859610,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-13 17:42:19.859613,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-14 16:08:02.859616,High memory usage detected in pod api-server.,WARNING
2024-12-15 20:19:44.859618,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-11 10:57:56.859621,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-15 15:50:44.859623,High memory usage detected in pod api-server.,WARNING
2024-12-17 14:09:34.859626,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-16 02:32:43.859629,Node node-3 is ready for scheduling.,INFO
2024-12-14 05:35:30.859632,Deployment deployment-3 scaled to kube-system replicas.,INFO
2024-12-13 14:15:20.859635,Pod api-server started successfully in namespace monitoring.,INFO
2024-12-10 23:17:00.859637,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-14 01:52:44.859640,DiskPressure condition detected on node node-2.,WARNING
2024-12-10 20:01:29.859643,Node node-3 is ready for scheduling.,INFO
2024-12-11 19:10:12.859646,Pod api-server started successfully in namespace default.,INFO
2024-12-16 08:53:27.859649,DiskPressure condition detected on node node-1.,WARNING
2024-12-16 09:11:17.859651,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-16 10:20:26.859654,DiskPressure condition detected on node node-1.,WARNING
2024-12-11 00:31:04.859656,Slow response time observed for pod api-server.,WARNING
2024-12-17 02:02:37.859659,Deployment deployment-10 scaled to default replicas.,INFO
2024-12-17 03:58:03.859662,Node node-1 is ready for scheduling.,INFO
2024-12-11 02:32:10.859664,Failed to mount volume for pod db-pod.,ERROR
2024-12-11 06:37:52.859666,Backup job completed successfully.,INFO
2024-12-15 09:30:44.859669,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-13 05:11:33.859671,Backup job completed successfully.,INFO
2024-12-13 16:16:48.859675,Failed to mount volume for pod db-pod.,ERROR
2024-12-14 12:40:20.859678,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-16 17:55:48.859680,Deployment deployment-5 scaled to monitoring replicas.,INFO
2024-12-15 05:21:30.859683,Failed to mount volume for pod redis-pod.,ERROR
2024-12-15 21:38:20.859685,Failed to mount volume for pod api-server.,ERROR
2024-12-14 13:37:34.859688,Deployment deployment-5 scaled to production replicas.,INFO
2024-12-15 21:59:59.859691,Node node-3 is ready for scheduling.,INFO
2024-12-10 21:31:30.859693,DiskPressure condition detected on node node-5.,WARNING
2024-12-17 02:56:31.859696,Failed to mount volume for pod api-server.,ERROR
2024-12-16 03:44:19.859698,Failed to mount volume for pod redis-pod.,ERROR
2024-12-12 14:54:14.859701,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-12 11:04:30.859704,Deployment deployment-6 failed to roll out successfully.,ERROR
2024-12-14 06:29:20.859706,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-16 14:04:01.859709,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-16 10:24:11.859711,Backup job completed successfully.,INFO
2024-12-14 03:11:27.859713,Node node-4 is ready for scheduling.,INFO
2024-12-12 18:29:36.859716,Slow response time observed for pod redis-pod.,WARNING
2024-12-15 13:54:55.859718,Pod frontend-pod started successfully in namespace production.,INFO
2024-12-13 21:17:08.859721,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-15 10:31:38.859724,Pod nginx-pod started successfully in namespace kube-system.,INFO
2024-12-14 13:40:31.859726,Backup job completed successfully.,INFO
2024-12-13 12:57:04.859729,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-11 08:39:53.859731,Deployment deployment-10 failed to roll out successfully.,ERROR
2024-12-13 11:58:22.859734,Pod frontend-pod started successfully in namespace production.,INFO
2024-12-15 06:18:01.859738,DiskPressure condition detected on node node-1.,WARNING
2024-12-16 08:41:51.859740,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-16 18:35:14.859743,DiskPressure condition detected on node node-3.,WARNING
2024-12-11 14:17:55.859745,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-15 17:46:29.859749,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-13 01:45:48.859751,Failed to mount volume for pod db-pod.,ERROR
2024-12-13 21:36:06.859754,Pod nginx-pod started successfully in namespace monitoring.,INFO
2024-12-13 08:20:20.859756,Deployment deployment-2 scaled to production replicas.,INFO
2024-12-11 09:14:36.859759,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-11 22:02:06.859761,High memory usage detected in pod nginx-pod.,WARNING
2024-12-17 03:33:32.859764,Slow response time observed for pod redis-pod.,WARNING
2024-12-10 18:21:09.859766,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-13 10:02:57.859769,Slow response time observed for pod db-pod.,WARNING
2024-12-13 05:55:21.859772,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-16 14:20:25.859774,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-16 17:35:47.859776,Backup job completed successfully.,INFO
2024-12-11 01:39:29.859779,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-10 19:15:03.859782,Pod nginx-pod started successfully in namespace default.,INFO
2024-12-13 21:16:11.859784,Replica count for deployment deployment-4 dropped below threshold.,WARNING
2024-12-11 22:08:18.859787,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-14 16:40:16.859789,Deployment deployment-10 failed to roll out successfully.,ERROR
2024-12-12 02:49:54.859792,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-12 05:56:23.859794,Backup job completed successfully.,INFO
2024-12-16 09:16:40.859796,Pod db-pod started successfully in namespace default.,INFO
2024-12-15 17:10:43.859799,Deployment deployment-7 scaled to production replicas.,INFO
2024-12-16 18:32:25.859802,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-11 22:21:17.859805,Pod frontend-pod started successfully in namespace monitoring.,INFO
2024-12-13 06:27:16.859807,Node node-1 is ready for scheduling.,INFO
2024-12-15 13:30:58.859810,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-12 13:39:24.859812,Backup job completed successfully.,INFO
2024-12-11 11:52:11.859815,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-10 18:59:33.859817,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-14 03:41:04.859820,Slow response time observed for pod db-pod.,WARNING
2024-12-16 15:52:03.859823,DiskPressure condition detected on node node-5.,WARNING
2024-12-15 00:58:39.859825,Failed to mount volume for pod db-pod.,ERROR
2024-12-13 16:44:39.859828,High memory usage detected in pod nginx-pod.,WARNING
2024-12-12 09:29:43.859831,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-13 17:13:50.859833,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-14 15:57:33.859836,Node node-3 is ready for scheduling.,INFO
2024-12-16 16:30:22.859839,Slow response time observed for pod db-pod.,WARNING
2024-12-11 12:50:49.859840,Backup job completed successfully.,INFO
2024-12-16 05:46:25.859843,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-14 21:55:27.859846,Pod api-server started successfully in namespace production.,INFO
2024-12-11 00:03:20.859848,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-13 10:43:40.859851,Node node-4 is ready for scheduling.,INFO
2024-12-15 13:16:01.859853,Pod redis-pod started successfully in namespace production.,INFO
2024-12-11 22:49:45.859856,Replica count for deployment deployment-9 dropped below threshold.,WARNING
2024-12-12 01:50:08.859859,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-11 06:21:41.859862,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-11 17:37:12.859865,Failed to mount volume for pod nginx-pod.,ERROR
